song_no,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
191,0.75,0.677,8,-7.395,1,0.221,0.163,0.0509,0.247,0.851,99.99,5ZZtBmfSsaIAkx6OZYUWzF,157200,4
192,0.544,0.935,6,-4.159,0,0.173,0.0171,0.00301,0.297,0.339,103.026,0YvLVwdVZlnSjqfetfZcEi,189800,4
193,0.421,0.978,6,-4.004,0,0.302,0.0037,0,0.111,0.359,196.921,5smQEb4bp9kYX0xgiGh4Fn,203267,4
194,0.512,0.97,8,-3.886,0,0.212,0.03,0,0.0994,0.427,94.952,04mlpyRplis2yvf18EwaeN,200240,4
195,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32E-06,0.0787,0.538,95.136,61fUybL3XS40gcffnnNPoX,157333,4
196,0.524,0.939,9,-3.994,1,0.113,0.00022,0,0.623,0.661,150.184,00MYbj8WKfcv3Bz6qFhJKn,184867,4
197,0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,6SoUUr6i1X0GReHinApeKI,296560,4
198,0.108,0.151,7,-19.382,1,0.0388,0.861,0.464,0.111,0.0333,168.514,3Vp3sn18wEzcK6JEwXgJ6a,83053,3
199,0.527,0.209,7,-12.113,1,0.0283,0.72,0,0.116,0.362,62.663,45CFyww2OsnABfrBg6FzRY,181893,4
200,0.543,0.923,9,-3.992,1,0.0768,0.194,0.00446,0.43,0.366,134.997,0uIDQUwQmUltzyozMSezwQ,279453,4
201,0.595,0.961,4,-4.342,0,0.153,0.00931,1.20E-06,0.803,0.588,90.011,4uqacT1xJ7UhPJAMAcb25A,250587,4
202,0.37,0.796,9,-13.52,0,0.43,0.981,0.647,0.43,0.0459,88.671,7w7oyRRI2FkOvZHFvw0hid,98773,4
203,0.336,0.854,9,-9.195,0,0.125,0.367,0.81,0.362,0.111,120.095,1LrFwH09EM9VYAUx3DfwBj,94907,3
204,0.333,0.78,6,-16.711,0,0.0701,0.0174,0.9,0.878,0.038,80.293,5tgyRhmZ480ytCSxJKZIKv,18333,5
205,0.547,0.936,1,-4.232,1,0.049,0.00306,0.27,0.278,0.445,91.997,6Hxw4iKjZOyPIHXgbOwVZq,293453,4
206,0.58,0.784,7,-5.739,1,0.0289,0.0153,0.00912,0.142,0.214,129.993,2LjaNzmzPfljimPxRgFVye,268987,4
207,0.607,0.891,9,-4.56,0,0.0387,0.0417,0.00521,0.314,0.462,120.012,74d6TJmbOtWswxvbQ3m1eu,253160,3
208,0.37,0.55,11,-11.393,0,0.304,0.838,0.264,0.674,0.031,170.097,70uNLwrFxum0Cj79PDygW2,121120,4
209,0.348,0.925,6,-10.886,0,0.546,0.573,0.000363,0.363,0.0381,87.71,0qRTXZiHrbYUcFbP5rb9cW,57800,4
210,0.516,0.874,9,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561,360TPORPNBas8DeQueJe67,297520,3
211,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45E-06,0.129,0.67,114.003,4tUTnCBft9qif7mlm51zFK,269613,4
212,0.727,0.696,5,-4.472,0,0.0706,0.251,0,0.0726,0.467,132.077,7DDxxhExUBH53SFJqXDz4i,392827,4
213,0.876,0.878,9,-0.929,0,0.168,0.251,0,0.321,0.677,97.99,5bfTQCLA1asTt8dGiAh564,181360,4
214,0.812,0.88,1,-1.521,1,0.259,0.295,0,0.106,0.778,90.098,5XhXt7kcM4rSvo03faDAjY,319867,4
215,0.783,0.761,7,-5.53,1,0.195,0.0864,0,0.643,0.674,110.033,0ECs7wpW9157Tk5yBUGbE0,194490,4
216,0.493,0.826,9,-3.106,1,0.311,0.095,3.42E-06,0.252,0.75,112.865,6R0GRYk2vs2XuBVemYK5YZ,189974,4
217,0.628,0.521,11,-8.955,1,0.0253,0.216,0.000962,0.105,0.421,89.984,1qQVtdKO6PCEWxbtn064Ir,156453,4
218,0.42,0.746,8,-10.628,1,0.0467,0.0141,0,0.0661,0.229,111.886,5Rizj5FLb2AyNKu9esjYY6,170000,4
219,0.612,0.794,8,-10.374,0,0.627,0.206,0,0.0815,0.25,174.796,423WwKijTO4icvHpKIcsZH,457773,4
220,0.378,0.585,2,-7.766,1,0.0296,0.00232,0.28,0.11,0.274,129.906,4ue1k6IIQFd0BAAiOF50yi,370507,4
221,0.7,0.901,6,-7.44,1,0.264,0.123,9.17E-05,0.388,0.422,98.889,2CQWQkDK3fLiaxXvrMclMA,288240,4
222,0.431,0.538,11,-8.147,1,0.0302,0.0908,0.0179,0.0817,0.47,148.102,4fkAWGCbxNizyNwsHlrajH,442107,4
223,0.128,0.716,4,-5.362,0,0.063,0.173,0.479,0.152,0.0702,98.404,2jB04aoMLlkKTXrD9uphgD,717134,4
224,0.0898,0.67,0,-1.601,1,0.107,0.0576,1.08E-06,0.379,0.162,172.237,3c9iIEOlVsa0qySn4JkCdh,140899,3
225,0.218,0.958,7,-4.086,1,0.115,3.93E-05,0.733,0.352,0.189,92.644,2PZF2vVqEoOGyHpsH9XeYe,257933,3
226,0.455,0.796,5,-7.29,0,0.0444,0.823,0.528,0.102,0.258,86.999,3mkO4ZYDzNMbuJQtzFHz9A,261850,4
227,0.701,0.788,2,-5.611,1,0.0425,0.148,0.625,0.0977,0.795,142.584,2Ud3deeqLAG988pfW0Kwcl,462267,4
228,0.363,0.598,4,-4.838,1,0.0395,0.000193,0.821,0.17,0.513,115.963,3YIYnzqhEMMPRbXMGX7U0j,237533,4
229,0.529,0.509,9,-11.186,1,0.0264,0.495,0.618,0.1,0.198,76.474,2cvxRr3JNEFWpuhxVi6MuO,222827,4
230,0.484,0.521,4,-7.321,0,0.0389,0.766,0.00279,0.103,0.395,96.295,59fvJNbJvUZ340IDUsFqxx,243373,3
231,0.771,0.172,5,-13.42,0,0.19,0.823,0.00029,0.134,0.564,84.999,1yPKJ5d5mDn63uneEBHzTG,112941,4
232,0.444,0.557,0,-5.476,1,0.0602,0.453,0,0.152,0.296,115.058,5WI2ltQIdwgzf1SNE76JyR,234910,4
233,0.657,0.906,1,-2.435,1,0.0654,0.019,0.039,0.278,0.56,160.024,1ZtYQ0Xa0FceWOEYOjshui,237155,4
234,0.678,0.835,11,-4.283,0,0.0505,0.135,0.000977,0.657,0.776,96.911,4xj5OL6pyQTOsDRewbO5zv,217307,4
235,0.476,0.767,4,-4.696,1,0.1,0.00988,0,0.106,0.376,155.076,1ZyGAOyzqhIWAgzAgILyn2,164120,4
236,0.318,0.46,8,-8.729,0,0.0591,0.211,0,0.123,0.327,170.869,2GyQ3JeDSDgcHiVYZxjJ1u,212587,3
237,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,33gwZOGJWEZ7dRWPqPxBEZ,199758,4
238,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,5bcTCxgc7xVfSaMV3RuVke,223413,4
239,0.337,0.985,2,-4.675,1,0.0787,0.000409,0.00027,0.238,0.371,103.95,2y2E0ix0iJWQWUMmlbTWjg,176960,4
240,0.824,0.733,1,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,7FYH5AW3bVfZHJIQpq3UOA,284387,4
241,0.7,0.448,4,-13.016,1,0.111,0.743,0.463,0.179,0.731,153.992,2iTma4kHADFcTlR24R8hIP,175678,4
242,0.384,0.419,5,-9.712,1,0.0426,0.822,0.00152,0.267,0.427,98.637,3DofkfU0559aayAElVjEIr,140453,3
243,0.407,0.0926,7,-20.77,1,0.0318,0.504,0.127,0.117,0.205,161.916,7pfqtkZsNheOoDziqquDT3,264467,3
244,0.643,0.492,4,-9.314,0,0.0387,0.181,0.033,0.798,0.601,107.954,5yhQS5ce3WebABcdngULA8,186105,4
245,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,6MpCaSIOfqBqbMED4kXgNY,136562,4
246,0.446,0.706,8,-4.655,1,0.0302,0.563,0.114,0.271,0.606,150.993,5kH6mdE69WtXHGByvFRdsF,250533,4
247,0.854,0.631,11,-8.197,0,0.0452,0.884,0.00999,0.202,0.609,119.986,1MD2yGSeBRALkMui1fZ05P,228062,4
248,0.685,0.642,0,-5.417,1,0.0372,0.0997,0,0.0343,0.763,130.021,1rEorNNenMLC5gG7DPJqTZ,191360,4
249,0.508,0.457,10,-12.168,0,0.0627,0.638,0.808,0.111,0.291,68.539,0l3MgLbVz1L0DoBxOg6TnX,117667,4
250,0.565,0.657,8,-8.526,1,0.0273,0.0587,0.000151,0.331,0.361,136.05,3fsnRK4dEe7NykXL5anAGp,228800,4
251,0.278,0.311,7,-13.902,1,0.0329,0.816,0.945,0.107,0.347,101.375,1l0r8tyTxmxhEF3NUjdQ1v,113080,5
252,0.432,0.346,4,-18.846,0,0.0629,0.746,0.929,0.14,0.0373,141.469,4b9pSvIz68kJOxE7dBccRJ,98840,4
253,0.144,0.0295,10,-34.003,0,0.0336,0.746,0.931,0.112,0.0969,99.56,3IguXbB3fBcTrFKgMB75x7,98453,4
254,0.182,0.257,11,-18.858,1,0.0359,0.236,0.914,0.112,0.0671,86.075,1TPFYoe9yz9odVtnJSPQRF,162053,5
255,0.596,0.174,0,-18.634,1,0.0691,0.962,0.0894,0.104,0.0748,100.08,2Qhkk4hPdkt3NIVtiT8QEe,188640,4
256,0.486,0.791,1,-5,1,0.0601,0.214,0,0.0849,0.221,166.413,26WNKAgxNfg1MkhpBrx8UV,245493,4
257,0.547,0.911,1,-4.861,1,0.0715,0.0178,4.98E-05,0.0884,0.741,165.706,4VG5jWn1LdOt1R6KmmBsYJ,410907,3
258,0.633,0.565,11,-11.125,1,0.0614,0.856,0.00542,0.381,0.77,109.951,1iJdIZU5Ffgixa92wrcZZC,325155,4
259,0.564,0.573,10,-11.365,0,0.0326,0.0306,0.00577,0.0587,0.7,137.778,3yYVJTOQWoTiGvFSSYoMpZ,467867,4
260,0.269,0.895,9,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,02lTDOxHeXTHsdwXoz6lpC,299507,4
261,0.324,0.529,4,-7.164,0,0.0289,0.101,0.00107,0.172,0.173,133.52,1Pb1xxWP3HxhIDaJjjtaBV,374013,4
262,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,7x4b0UccXSKBWxWmjcrG2T,124933,4
263,0.336,0.435,8,-10.944,0,0.0305,0.73,0.797,0.106,0.0507,88.205,3cual6JOG286qZJmCxKRAT,303689,4
264,0.359,0.628,7,-9.685,1,0.0562,0.00585,0.472,0.111,0.262,109.407,2Dqg2mRbfIVKhBZleNrgmH,831440,4
265,0.74,0.915,5,-2.472,0,0.211,0.104,0,0.0853,0.382,93.035,7p2IHAUjqctj4AqZ2QKnPF,283067,4
266,0.482,0.457,1,-13.99,0,0.0449,0.406,0.618,0.297,0.202,87.166,7M0fsXo6rpXOKkveYooBob,256787,4
267,0.593,0.773,2,-5.591,1,0.0339,0.722,0,0.117,0.561,133.975,7IjnfuMNfdrAXbefurdIIR,246132,4
268,0.343,0.495,4,-9.317,1,0.037,0.469,0.00117,0.395,0.544,166.633,2VQhc1Qo1pye020xrtOIVW,186760,4
269,0.373,0.0435,3,-13.562,1,0.0274,0.958,3.91E-06,0.0961,0.13,76.95,2iXNeaqJ1Ef3YZ3iEak8tU,178440,4
270,0.589,0.72,11,-8.33,0,0.0309,0.0445,0.0142,0.364,0.648,111.602,2LWMF10STZqYY9a3YqBiOG,453949,4
271,0.615,0.538,11,-8.488,1,0.0276,0.733,5.47E-05,0.0792,0.509,115.027,0mmNp0RzyHH5Svf1j3pc0W,151427,4
272,0.463,0.559,5,-9.326,1,0.0445,0.816,1.31E-06,0.241,0.811,83.363,1jFFHdm6sHSDU7vq9IE9Ib,120000,4
273,0.683,0.575,0,-11.857,1,0.0361,0.00912,0,0.125,0.935,115.579,1CnMKxIztQzO9DM9qADbP8,217787,4
274,0.684,0.643,0,-10.252,1,0.0329,0.0107,0,0.292,0.922,115.571,2OZyDYkNED6mIDi8RXLnWy,215573,4
275,0.636,0.884,7,-4.743,1,0.0584,0.0142,0,0.253,0.446,109.16,2xQQsFEm7Enrk6fk2KI5C2,183973,4
276,0.635,0.621,2,-5.936,1,0.0288,0.0466,0,0.128,0.844,105.047,468BsK9sjyvH3vQFfRbBwD,154465,4
277,0.472,0.864,6,-5.823,0,0.0443,0.000641,1.26E-06,0.137,0.595,167.967,31p75HyqlWKzRrYQpCDCFk,211600,4
278,0.495,0.185,2,-10.275,1,0.0305,0.829,0,0.113,0.272,123.974,7d6qX28ITEgBUhCJ86SeYq,280213,4
279,0.778,0.616,11,-5.466,1,0.0375,0.0771,0.0136,0.185,0.951,102.987,5sXTG5MxeA6zVNm3YfCVad,237481,4
280,0.579,0.685,11,-6.058,1,0.026,0.000121,3.16E-05,0.166,0.679,95.187,4UdONZMZRNR3qhLTEbPYLI,174200,4
281,0.655,0.744,1,-6.668,1,0.0368,0.00864,0.00353,0.301,0.902,109.991,0KGc8uyIXJdZjyMe8Jihdk,206960,4
282,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,1qQSRy9DjrGh3jtsSCU6B1,185694,3
283,0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,7sLpSWxQazJzDVG6YGzlVs,234627,4
284,0.65,0.528,4,-5.642,0,0.0288,0.00927,0.000419,0.111,0.595,96.967,5saMo1BtSHW111VrurVHe8,187720,4
285,0.404,0.72,10,-9.18,0,0.0623,5.59E-05,0.836,0.0466,0.475,121.864,6GtX0jaNL8IjVQfrDBx81z,258467,4
286,0.627,0.408,2,-7.793,1,0.0988,0.387,0,0.126,0.694,172.006,4en5tvZ1hIvSGGoRPjIdJE,407800,4
287,0.172,0.249,2,-13.596,1,0.0311,0.0593,0.857,0.189,0.0526,99.308,5WKhE1otfbZr5jmIMIQ8qR,327173,4
288,0.489,0.56,2,-8.801,1,0.0293,0.395,0.339,0.15,0.0727,124.264,78lWY65Wh8fg89xFHjGAic,417227,3
289,0.397,0.386,0,-10.405,0,0.0503,0.271,0,0.188,0.21,144.242,6l8GvAyoUZwWDgF1e4822w,355400,4
290,0.356,0.133,5,-14.686,1,0.0304,0.933,7.31E-06,0.112,0.238,77.349,5C6D9gICTE0rS0xfF2udY8,216960,4
291,0.421,0.517,11,-11.49,0,0.035,0.526,1.82E-06,0.136,0.109,84.011,3m86qx7aIeqFcYcQ1UXUvP,272107,4
292,0.482,0.723,10,-10.08,0,0.0425,5.66E-05,0.000432,0.0939,0.554,117.051,06B04lID9HGPwPWwBkTQfU,250013,4
293,0.277,0.908,10,-11.029,0,0.0463,0.000198,9.20E-05,0.132,0.351,173.713,6ZXGdStfF4q5jnyK76uG4a,95387,4
294,0.262,0.886,1,-9.392,1,0.0336,3.11E-06,0.368,0.188,0.965,152.09,0hUit24g1EIoATdKYWUiRj,115813,4
295,0.428,0.449,1,-12.114,0,0.0342,0.000351,0.000498,0.253,0.196,113.308,3z53rfQOg6Eb5pBCRsd7Uu,218813,4
296,0.695,0.701,0,-6.435,1,0.0281,0.0187,0.0464,0.251,0.58,133,2245x0g1ft0HC7sf79zbYN,272507,4
297,0.401,0.995,6,-2.831,0,0.118,3.68E-05,0.00128,0.176,0.112,116.444,7gNqCN4EK3B0mnklBp7EqP,328200,3
298,0.37,0.866,6,-3.879,0,0.0384,0.0868,0,0.137,0.427,162.086,74irxdVWstNlEQjsvArITq,316693,3
299,0.578,0.798,10,-5.174,0,0.0367,0.000385,0.00614,0.118,0.311,115.068,3d9aUOk1b0muVMSt8eXeiV,226253,4
300,0.502,0.769,8,-6.258,1,0.0326,0.227,0,0.109,0.735,162.053,53CKX8ycrYqHTppfBpsfsY,208613,4
301,0.56,0.956,0,-4.366,1,0.0776,0.00406,1.55E-06,0.358,0.821,143.993,7dFERLugNJZUgtX1V3KA4b,226107,4
302,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,222973,4
303,0.52,0.812,2,-5.229,1,0.059,0.00163,0.000376,0.071,0.607,153.821,3cZctvmBxzFJQBcV5uj4H9,209387,1
304,0.465,0.645,9,-6.147,1,0.032,0.00182,0.834,0.0421,0.312,114.144,5YLArHqliZNlMLXxhX7VHs,182413,4
305,0.407,0.424,0,-10.583,1,0.0318,0.0847,0,0.234,0.404,113.311,3M2bD9SMYnJIPdrTKUnBd3,349187,3
306,0.558,0.837,3,-4.405,1,0.0633,0.418,0,0.0821,0.488,117.963,2lFTzUnuGaWlWHJQokjRyb,209440,4
307,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22E-05,0.277,0.379,86.02,487OPlneJNni3NWC8SYqhW,285400,4
308,0.557,0.41,8,-10.765,1,0.0409,0.682,3.83E-05,0.0816,0.535,150.07,5YgFl0b1J3uMq4bU7HuY0P,244879,4
309,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,6ADSaE87h8Y3lccZlBJdXH,295516,4
310,0.922,0.451,2,-5.989,1,0.12,0.0142,4.74E-05,0.169,0.457,120.045,3G47RiG2PrvEVo4panDHi9,73000,4
311,0.633,0.827,1,-5.775,0,0.251,0.00846,0,0.172,0.88,75.543,63JUh6zTI8KDiQQfsyIk4n,274467,4
312,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72E-05,0.105,0.375,94.968,1U8Ho1nOzKXYDvfigOuHG4,235120,4
313,0.688,0.748,5,-9.39,0,0.0377,0.0801,0.00453,0.136,0.892,114.144,63vL5oxWrlvaJ0ayNaQnbX,153813,4
314,0.607,0.941,11,-3.807,0,0.481,0.037,0.0137,0.321,0.521,75.401,6OTClxme7EYRZGO6An3SMc,198400,4
315,0.563,0.814,7,-4.219,0,0.0558,0.00983,0.0437,0.0732,0.796,140.615,0iM1Ioz4N4p7MU1DKyqsov,157832,4
316,0.767,0.939,1,-4.509,1,0.312,0.00707,0.0806,0.359,0.619,150.067,46M3KFt2Aahvebp6O7zTBw,275000,4
317,0.592,0.937,11,-5.453,0,0.158,0.00418,7.58E-06,0.406,0.339,150.096,2nSvBHxMZz5buzG93DM2xr,298400,4
318,0.415,0.878,1,-3.65,0,0.32,0.0564,0.00348,0.222,0.309,191.777,5i5fCpsnqDJ9AfeObgd0gW,214987,4
319,0.539,0.638,7,-6.049,1,0.136,0.00676,0,0.123,0.222,179.822,0smgkpVia3VCXgY4qhVJvp,213333,4
320,0.801,0.41,7,-12.359,1,0.0322,0.187,0.0258,0.0993,0.719,125.133,4Sr6N2pJXCb5VjdknAjblG,230547,4
321,0.567,0.579,0,-12.565,1,0.029,0.38,2.80E-05,0.0562,0.92,109.84,6OojY4NdPiEGWHV2EUSwHz,209133,4
322,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,2JhJOPGvtqMpj5RQC8cIYf,328427,4
323,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,3uMmllZo1AfoEnVT4ENCD3,366136,4
324,0.388,0.356,5,-11.187,0,0.0348,0.00216,0.0762,0.139,0.338,118.199,3Wunwn44wcWRNB4zb03AvA,444800,3
325,0.397,0.723,2,-9.197,1,0.0884,0.0701,0.0703,0.142,0.543,96.894,3I7a9joX0lJnK9XzE38GnD,255507,4
326,0.496,0.644,2,-5.385,1,0.0269,0.264,0,0.0695,0.435,96.017,2H30WL3exSctlDC9GyRbD4,249840,3
327,0.344,0.641,2,-8.138,1,0.0303,7.12E-05,0.0321,0.976,0.147,78.541,4k4tFDl5rmRAA7L7gIjBTI,546600,3
328,0.245,0.898,0,-9.364,0,0.0599,4.53E-06,0.44,0.687,0.503,144.215,41V50mCQUR8JJmbZ66Mnv5,346787,4
329,0.369,0.87,2,-7.267,1,0.0398,5.65E-05,0.0543,0.976,0.461,135.2,13Wv5Sx8gm5fEkFSIauM5o,308333,4
330,0.202,0.847,7,-9.943,1,0.0834,0.00018,0.0176,0.994,0.471,168.3,5xAWsRDWBaEv0aFsAAqJBD,353400,4
331,0.407,0.866,4,-8.048,0,0.0996,0.4,0.0409,0.27,0.723,80.813,3nsUVlntPIksDvhHdZZhiu,295507,4
332,0.338,0.332,9,-12.254,0,0.0352,0.609,0.00432,0.142,0.204,81.957,12wlYeErSUNGg1B5d64077,485013,4
333,0.266,0.759,5,-8.224,1,0.0328,0.0021,0.579,0.0561,0.813,143.929,3BGwxsmbbOe2jmZfh5CUAO,430320,4
334,0.457,0.718,2,-9.994,1,0.0881,0.0803,2.13E-06,0.0513,0.686,93.395,3tcaltthSz9s6awB6koVRo,167733,4
335,0.384,0.95,2,-7.264,1,0.149,0.161,7.15E-06,0.61,0.454,175.055,6GXlXAfXR7C6u1VjR3VMsm,148560,4
336,0.262,0.539,2,-10.264,1,0.0451,0.0919,0.00803,0.0889,0.436,87.197,1RIsAtnYOlo8zGMycNFioq,388453,3
337,0.408,0.465,4,-11.772,0,0.0338,0.365,6.01E-05,0.215,0.151,135.668,0ducHx1R45CnEloZ6tUVuC,402920,4
338,0.444,0.892,9,-11.367,1,0.424,0.0627,0.0354,0.417,0.394,88.063,1uBMgVAUYLnzVL5uQT88FP,329760,4
339,0.451,0.555,2,-13.15,1,0.0344,0.179,0.00327,0.077,0.834,98.683,3Qjm0halGOZZGIS1tNaXlI,268880,4
340,0.567,0.931,11,-10.361,1,0.0544,0.0119,0.159,0.342,0.623,112.948,2uuMXKKmdXrY2XxsqTsGp0,146747,4
341,0.484,0.609,2,-8.81,1,0.0483,0.448,0.0007,0.0415,0.61,80.483,5v2vkoTamoisazJFanHJjk,517120,3
342,0.267,0.78,7,-8.777,1,0.055,0.053,0.192,0.271,0.674,144.292,59hhEeGGOgoPBVBNp3wxCd,330107,4
343,0.443,0.555,4,-9.303,0,0.0474,0.0533,0.024,0.311,0.755,87.982,3K2KSafiK1to517id5CoPr,271027,4
344,0.537,0.893,9,-10.234,0,0.0636,0.15,0.000286,0.0688,0.588,163.727,6UCb3me83cyCV19sjvucte,261773,4
345,0.412,0.54,7,-13.897,1,0.0516,0.0582,0.0717,0.0849,0.299,96.783,5KXdflxoxCcE9m5F2QoAUY,289360,4
346,0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.333,108.291,1dK6cNOMYjEP3QGYOfwP6t,257346,4
347,0.533,0.459,7,-5.499,1,0.0277,0.687,0,0.0773,0.386,97.213,1N883b1C3trjGcx2h4E99B,142227,4
348,0.479,0.424,0,-11.321,1,0.0405,0.13,0.0234,0.103,0.164,104.042,2doQ4LEtEDbL3cIPEeHP1E,459348,4
349,0.589,0.519,7,-8.069,1,0.0411,0.368,0.457,0.119,0.482,119.981,6dtPJwNdLuyVGPWyHOI6GP,283000,4
350,0.534,0.414,2,-7.952,1,0.0403,0.218,2.11E-06,0.103,0.458,117.079,2os0aK782bakCPmjow0SU0,374653,4
351,0.366,0.357,4,-6.227,0,0.0342,0.744,1.97E-05,0.11,0.117,118.901,0aP5ZTP3o3IvqNvGZ8OUUq,498147,3
352,0.0617,0.887,7,-4.305,1,0.0636,0.0399,0.000157,0.619,0.48,198.592,4iwMhMvcTqukn1n3NVjb2N,192533,4
353,0.492,0.983,5,-3.25,1,0.143,0.00157,0.00594,0.393,0.0709,96.05,0ipTpoDQ06S5iI4RRQFQjx,361573,4
354,0.657,0.823,0,-4.52,1,0.0436,0.000262,0.801,0.196,0.461,141.88,3ViTZxW9satrTEMRu1GCLV,243774,1
355,0.386,0.977,9,-2.823,0,0.0439,2.12E-05,0.241,0.114,0.348,108.461,4SsgF844NGbl7UFcymqWKy,251698,4
356,0.297,0.952,9,-3.674,0,0.0913,0.000683,0.00643,0.239,0.0721,137.676,3XFaGEb6daqdj39ThpJ2XI,385818,4
357,0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,56fiFTRrSiHHH3gBeaTg2P,315177,4
358,0.342,0.787,11,-5.322,0,0.0372,0.000913,0.0114,0.121,0.152,116.773,4wOgNWU6Y6mixNZcimJqDv,327392,4
359,0.317,0.911,7,-7.363,1,0.177,0.00128,0.555,0.148,0.274,123.254,3S4G4SL15Cp4CvAfmye8um,273827,4
360,0.476,0.991,4,-2.855,0,0.15,0.00191,0,0.121,0.202,82.997,4Htt3QaBWdLggq88rJI5MU,226349,4
361,0.477,0.994,5,-4.953,0,0.241,0.000115,0.0129,0.0534,0.0397,125.058,0CcqWuAEJC93K8cBMbAjgI,253318,4
362,0.264,0.986,11,-5.059,1,0.102,4.10E-06,0.00624,0.0535,0.223,106.161,0s2jyCzxpTshZGC0w0wbL1,274587,4
363,0.524,0.994,2,-3.592,1,0.0716,3.66E-05,0.412,0.198,0.119,119.976,6q72OHGM81Zs5q5jx7YZLR,270508,4
364,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.80E-06,0.122,0.235,111.968,3BJe4B8zGnqEdQPMvfVjuS,265427,4
365,0.3,0.655,5,-11.92,1,0.126,0.437,0.343,0.118,0.327,78.682,2YkDmUfSC7bZpH3DHvvuxh,80626,4
366,0.351,0.877,7,-5.044,0,0.0422,0.00121,0.783,0.119,0.238,169.999,5hsq03E3do2gWhyOVV2Api,264947,4
367,0.4,0.994,8,-7.34,0,0.0625,3.65E-05,0.097,0.145,0.253,104.134,6W2KBpMMXW17r7dPyqi8Iu,199867,4
368,0.518,0.276,2,-15.953,1,0.038,0.644,0.136,0.356,0.108,75.263,7a9udNo0GU97xnMAkjLdmE,267300,4
369,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,41yIvlFgvGwxq8qTqAR7eG,210080,4
370,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,0oTtnnedK0C4unALxVTPhz,248965,5
371,0.576,0.302,7,-12.437,0,0.0424,0.905,2.42E-05,0.113,0.224,76.033,7tkOm1ZNcIg4lKu0XCQgCq,202677,4
372,0.415,0.11,1,-14.901,1,0.0388,0.951,0.00234,0.0962,0.234,81.876,0bZ52QzCCKfrfOqs7za6lI,240147,4
373,0.396,0.198,2,-9.096,1,0.031,0.912,0,0.0972,0.19,138.624,0a1Jael2mnrkLTyPetixjh,235587,3
374,0.259,0.58,4,-8.203,1,0.0564,0.457,0.000419,0.963,0.0334,130.466,1RATRzrRf7DBCFbkYIlGTe,190147,4
375,0.278,0.985,11,-1.934,1,0.129,0.000234,0.000235,0.104,0.342,104.803,1ckta9xwbEcxLaGClreVRf,277800,4
376,0.302,0.976,6,-4.591,1,0.147,0.00383,2.30E-06,0.583,0.681,168.946,7zqAlcQISqWyFgnmc5HTi5,144507,4
377,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,0h4rVZcOiSaL9b5mT1A2gq,438120,4
378,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,139RwLyp7r8F9ojvhGF5lC,290587,4
379,0.38,0.994,7,-4.638,1,0.124,0.000536,0.00128,0.0956,0.267,96.325,5u2qiqQGUBy8fvXTvs9i2X,199881,4
380,0.593,0.732,10,-6.855,1,0.046,0.326,0,0.629,0.723,78.546,3YFR98QWOHyiryblV7K2Pw,194148,4
381,0.313,0.631,2,-7.734,0,0.0395,0.0525,0.0833,0.184,0.184,119.972,7EqkvBTdhYPTd91mN2DmcA,461053,4
382,0.227,0.909,10,-4.648,1,0.0714,6.10E-05,0.335,0.363,0.173,93.704,0xDlzSpwgLuOrCbh3pOmLS,317853,4
383,0.29,0.982,6,-5.226,0,0.193,0.000224,0.119,0.628,0.0431,106.546,2dy8eXtNCrLcpT006adx5g,390293,4
384,0.318,0.924,9,-2.768,0,0.0551,0.00105,0.00183,0.342,0.285,184.101,4DXswc4p8mel7E6C1ZSHDq,201147,4
